TransactionID,Date,Quantity,StoreLocation,PaymentType,PromotionApplied,Weather,Temperature,StaffPerformanceRating,CustomerFeedback,DeliveryTime_min,OrderType,DayOfWeek,TotalSales,ProductID,CustomerID,StaffID
54,2023-01-03 06:00:00,5,North,Online,True,Rainy,21.559390638685844,Average,Negative,51,Online Order,Tuesday,32.594493596136914,54,54,54
55,2023-01-03 07:00:00,4,East,Cash,False,Cloudy,34.435479746817926,Average,Positive,22,Phone Order,Tuesday,70.82836938162711,55,55,55
56,2023-01-03 08:00:00,5,South,Online,False,Rainy,33.35331005831834,Average,Unknown,53,Online Order,Tuesday,64.83140086639321,56,56,56
57,2023-01-03 09:00:00,1,South,Cash,False,Sunny,27.154342182681738,Poor,Neutral,27,Online Order,Tuesday,17.62585042617014,57,57,57
58,2023-01-03 10:00:00,4,East,Credit Card,True,Sunny,32.34140364548498,Average,Positive,27,In Store,Tuesday,54.81329112710176,58,58,58
59,2023-01-03 11:00:00,3,South,Cash,False,Rainy,27.154342182681738,Good,Unknown,54,Online Order,Tuesday,40.185980017707294,59,59,59
60,2023-01-03 12:00:00,1,North,Online,True,Sunny,26.92709722343028,Average,Positive,57,Phone Order,Tuesday,6.5788877779551855,60,60,60
61,2023-01-03 13:00:00,1,South,Cash,False,Cloudy,24.71651158717108,Poor,Neutral,42,Online Order,Tuesday,7.510395997079419,61,61,61
62,2023-01-03 14:00:00,3,South,Credit Card,False,Cloudy,28.71452879947389,Excellent,Negative,32,Online Order,Tuesday,58.7411365423466,62,62,62
63,2023-01-03 15:00:00,1,West,Cash,False,Rainy,27.154342182681738,Poor,Positive,33,Phone Order,Tuesday,8.427301201321562,63,63,63
64,2023-01-03 16:00:00,4,West,Online,False,Sunny,26.16399357444137,Average,Positive,52,In Store,Tuesday,78.64712707942208,64,64,64
65,2023-01-03 17:00:00,5,West,Online,False,Cloudy,29.438287895124382,Excellent,Positive,46,Phone Order,Tuesday,64.89345298931975,65,65,65
66,2023-01-03 18:00:00,1,South,Credit Card,True,Cloudy,30.48969381732956,Average,Positive,36,In Store,Tuesday,7.0368357059590565,66,66,66
67,2023-01-03 19:00:00,4,East,Online,False,Cloudy,30.66682725522929,Poor,Unknown,16,Online Order,Tuesday,25.958132165221578,67,67,67
68,2023-01-03 20:00:00,2,North,Cash,True,Rainy,20.779491471967702,Excellent,Positive,27,In Store,Tuesday,16.2659221211722,68,68,68
69,2023-01-03 21:00:00,4,South,Cash,True,Rainy,27.154342182681738,Excellent,Negative,37,In Store,Tuesday,75.53823980152015,69,69,69
70,2023-01-03 22:00:00,5,East,Cash,True,Cloudy,26.87379972147572,Average,Negative,39,In Store,Tuesday,56.06126682461701,70,70,70
71,2023-01-03 23:00:00,4,South,Online,True,Cloudy,23.93624122544322,Average,Neutral,42,Online Order,Tuesday,43.72605607957486,71,71,71
72,2023-01-04 00:00:00,3,North,Cash,True,Sunny,23.626467612195224,Poor,Positive,25,In Store,Wednesday,29.09428174815783,72,72,72
73,2023-01-04 01:00:00,5,South,Cash,True,Sunny,27.245211692659257,Average,Neutral,47,In Store,Wednesday,36.029638792494126,73,73,73
74,2023-01-04 02:00:00,2,North,Cash,True,Sunny,33.30247309203439,Excellent,Neutral,38,Online Order,Wednesday,24.635535915772195,74,74,74
75,2023-01-04 03:00:00,3,South,Credit Card,True,Rainy,25.675213725239704,Good,Unknown,16,Phone Order,Wednesday,20.85215021300124,75,75,75
76,2023-01-04 04:00:00,4,North,Online,False,Cloudy,31.24588620175315,Good,Neutral,44,Phone Order,Wednesday,70.12881418293966,76,76,76
77,2023-01-04 05:00:00,5,South,Online,False,Rainy,21.45228096480828,Poor,Negative,31,Phone Order,Wednesday,52.77977397064799,77,77,77
78,2023-01-04 06:00:00,2,North,Online,True,Cloudy,27.14085053226593,Average,Neutral,54,Online Order,Wednesday,21.24410703345389,78,78,78
79,2023-01-04 07:00:00,3,West,Credit Card,True,Sunny,34.875292105891035,Poor,Positive,48,Online Order,Wednesday,36.33028928174201,79,79,79
80,2023-01-04 08:00:00,2,South,Online,True,Sunny,31.556567041885053,Good,Neutral,52,Phone Order,Wednesday,23.32383139497255,80,80,80
81,2023-01-04 09:00:00,4,South,Credit Card,False,Sunny,23.157927326609197,Good,Negative,36,In Store,Wednesday,79.69147838355929,81,81,81
82,2023-01-04 10:00:00,2,East,Credit Card,False,Sunny,27.52162210546866,Average,Negative,19,Phone Order,Wednesday,26.36143363654908,82,82,82
83,2023-01-04 11:00:00,1,East,Online,True,Cloudy,23.5043714547285,Excellent,Negative,54,Online Order,Wednesday,6.3230255568480604,83,83,83
84,2023-01-04 12:00:00,3,North,Cash,True,Sunny,26.14341390893764,Average,Neutral,30,In Store,Wednesday,42.30948037096185,84,84,84
85,2023-01-04 13:00:00,2,South,Cash,False,Cloudy,31.70126035602447,Good,Neutral,27,In Store,Wednesday,14.547528786096398,85,85,85
86,2023-01-04 14:00:00,4,North,Online,False,Cloudy,31.56837222935605,Excellent,Negative,40,Online Order,Wednesday,21.85625868388052,86,86,86
87,2023-01-04 15:00:00,4,West,Online,True,Rainy,23.421505668535776,Poor,Unknown,45,In Store,Wednesday,78.24452922063489,87,87,87
88,2023-01-04 16:00:00,2,East,Credit Card,True,Sunny,27.154342182681738,Good,Positive,53,Phone Order,Wednesday,33.206166746036914,88,88,88
89,2023-01-04 17:00:00,4,North,Online,True,Sunny,28.8885227414724,Poor,Neutral,37,Online Order,Wednesday,78.80653954482602,89,89,89
90,2023-01-04 18:00:00,5,North,Credit Card,True,Rainy,25.698864364430214,Excellent,Neutral,26,Online Order,Wednesday,60.84088360166818,90,90,90
91,2023-01-04 19:00:00,5,East,Online,False,Cloudy,27.52903371171291,Poor,Negative,28,Online Order,Wednesday,64.91931483617321,91,91,91
92,2023-01-04 20:00:00,5,South,Cash,False,Sunny,29.076068801566155,Good,Neutral,32,Online Order,Wednesday,37.62527169393477,92,92,92
93,2023-01-04 21:00:00,1,North,Cash,True,Cloudy,28.398357977686786,Average,Neutral,41,In Store,Wednesday,8.703611400013784,93,93,93
94,2023-01-04 22:00:00,2,East,Online,True,Rainy,27.296075533042675,Poor,Negative,42,Online Order,Wednesday,35.15647644708484,94,94,94
95,2023-01-04 23:00:00,1,South,Credit Card,True,Cloudy,27.573992061341,Good,Negative,32,Online Order,Wednesday,10.342784706763911,95,95,95
96,2023-01-05 00:00:00,4,West,Cash,False,Sunny,22.646178656418293,Good,Neutral,30,In Store,Thursday,69.60889842778514,96,96,96
97,2023-01-05 01:00:00,1,East,Credit Card,True,Cloudy,27.154342182681738,Excellent,Positive,30,Online Order,Thursday,15.635205864305476,97,97,97
98,2023-01-05 02:00:00,4,North,Online,True,Cloudy,28.126404799115228,Good,Unknown,27,In Store,Thursday,30.63025551631193,98,98,98
99,2023-01-05 03:00:00,4,West,Online,True,Sunny,21.966197925570548,Average,Positive,43,In Store,Thursday,50.44678196718453,99,99,99
100,2023-01-05 04:00:00,3,South,Cash,False,Sunny,27.154342182681738,Average,Unknown,23,Online Order,Thursday,45.48242946834226,100,100,100
101,2023-01-05 05:00:00,5,South,Online,True,Cloudy,33.98665967566026,Poor,Positive,40,Phone Order,Thursday,42.627791110286886,101,101,101
102,2023-01-05 06:00:00,4,East,Cash,False,Cloudy,34.20960348855444,Poor,Negative,42,Online Order,Thursday,69.8413106312046,102,102,102
103,2023-01-05 07:00:00,3,East,Credit Card,True,Rainy,27.154342182681738,Poor,Negative,55,Phone Order,Thursday,39.517244589533405,103,103,103
104,2023-01-05 08:00:00,5,East,Cash,True,Sunny,22.03275310341131,Poor,Negative,27,In Store,Thursday,37.39315378319524,104,104,104
105,2023-01-05 09:00:00,4,South,Cash,True,Cloudy,27.77599439949598,Average,Neutral,50,Phone Order,Thursday,54.97906556987615,105,105,105
106,2023-01-05 10:00:00,4,West,Credit Card,False,Sunny,21.68913844023831,Excellent,Negative,23,Online Order,Thursday,79.98282824935484,106,106,106
107,2023-01-05 11:00:00,1,South,Cash,True,Rainy,34.00981127768926,Poor,Negative,28,Online Order,Thursday,7.257822374951203,107,107,107
108,2023-01-05 12:00:00,1,North,Cash,True,Cloudy,22.75369441032719,Excellent,Neutral,26,Phone Order,Thursday,17.25135395179292,108,108,108
109,2023-01-05 13:00:00,5,South,Online,False,Cloudy,23.791487899267462,Good,Neutral,46,Online Order,Thursday,40.54817523906685,109,109,109
110,2023-01-05 14:00:00,4,North,Credit Card,False,Cloudy,26.099547903274555,Good,Positive,52,Phone Order,Thursday,66.94329976760524,110,110,110
111,2023-01-05 15:00:00,2,West,Cash,False,Sunny,25.74746702838689,Poor,Neutral,17,In Store,Thursday,32.0373376936424,111,111,111
112,2023-01-05 16:00:00,1,East,Credit Card,True,Rainy,27.154342182681738,Good,Neutral,30,Phone Order,Thursday,9.507340784006486,112,112,112
113,2023-01-05 17:00:00,5,East,Credit Card,False,Sunny,26.84475230826444,Excellent,Negative,34,Phone Order,Thursday,49.43673381733375,113,113,113
114,2023-01-05 18:00:00,4,South,Cash,True,Cloudy,22.56152390005005,Excellent,Unknown,46,Phone Order,Thursday,67.55128351777515,114,114,114
115,2023-01-05 19:00:00,4,East,Online,False,Rainy,24.00814843229111,Good,Positive,37,Phone Order,Thursday,47.68673071323876,115,115,115
116,2023-01-05 20:00:00,2,West,Credit Card,False,Cloudy,27.63670077781283,Poor,Neutral,31,In Store,Thursday,31.924540861354263,116,116,116
117,2023-01-05 21:00:00,5,East,Cash,False,Cloudy,22.211808761392025,Excellent,Negative,30,In Store,Thursday,36.09881105243761,117,117,117
118,2023-01-05 22:00:00,4,South,Credit Card,True,Sunny,29.174835134690213,Excellent,Unknown,52,In Store,Thursday,71.1534669140932,118,118,118
119,2023-01-05 23:00:00,1,West,Online,True,Cloudy,28.486209598267187,Average,Negative,22,Phone Order,Thursday,15.663270750234789,119,119,119
120,2023-01-06 00:00:00,2,North,Online,True,Rainy,30.720534745733865,Poor,Negative,33,In Store,Friday,37.208284265045016,120,120,120
121,2023-01-06 01:00:00,5,South,Online,True,Cloudy,34.065569230690514,Average,Neutral,44,Online Order,Friday,34.92792842762293,121,121,121
122,2023-01-06 02:00:00,2,North,Cash,True,Cloudy,33.68381841651733,Good,Negative,48,In Store,Friday,27.79043501081793,122,122,122
123,2023-01-06 03:00:00,1,West,Cash,True,Sunny,27.154342182681738,Good,Positive,28,Phone Order,Friday,13.986808775604878,123,123,123
124,2023-01-06 04:00:00,5,South,Online,True,Rainy,23.67073395535552,Average,Positive,36,Online Order,Friday,51.50955554100868,124,124,124
125,2023-01-06 05:00:00,2,South,Cash,True,Sunny,21.97347959959032,Poor,Unknown,58,Phone Order,Friday,23.75399273707773,125,125,125
126,2023-01-06 06:00:00,3,West,Online,True,Cloudy,24.53415050744673,Excellent,Negative,31,Online Order,Friday,16.709170348043408,126,126,126
127,2023-01-06 07:00:00,1,East,Cash,False,Sunny,33.42627759149472,Good,Unknown,29,Phone Order,Friday,16.18790057940518,127,127,127
128,2023-01-06 08:00:00,1,South,Online,False,Sunny,34.58080211935233,Poor,Negative,46,Phone Order,Friday,13.239837191047611,128,128,128
129,2023-01-06 09:00:00,1,South,Credit Card,True,Sunny,32.88987426605714,Poor,Unknown,27,Online Order,Friday,5.866115778037607,129,129,129
130,2023-01-06 10:00:00,3,North,Online,True,Sunny,21.650265816913155,Good,Neutral,35,In Store,Friday,45.63401518322185,130,130,130
131,2023-01-06 11:00:00,3,East,Online,True,Cloudy,34.2114199708969,Good,Negative,54,Online Order,Friday,36.00519347540346,131,131,131
132,2023-01-06 12:00:00,4,North,Cash,True,Cloudy,26.35037041026179,Poor,Neutral,47,Online Order,Friday,22.0676755655,132,132,132
133,2023-01-06 13:00:00,2,North,Cash,False,Rainy,20.139654361435305,Excellent,Negative,41,Online Order,Friday,39.08823180544286,133,133,133
134,2023-01-06 14:00:00,4,East,Cash,False,Sunny,26.635906111222905,Average,Negative,49,Online Order,Friday,76.94672858536643,134,134,134
135,2023-01-06 15:00:00,2,East,Cash,True,Sunny,20.69103754513201,Good,Positive,30,Online Order,Friday,25.387072484415928,135,135,135
136,2023-01-06 16:00:00,3,West,Cash,False,Rainy,27.154342182681738,Average,Neutral,42,Phone Order,Friday,19.21525893176596,136,136,136
137,2023-01-06 17:00:00,3,East,Cash,False,Sunny,25.07831041155577,Poor,Positive,48,Phone Order,Friday,48.95795497193663,137,137,137
138,2023-01-06 18:00:00,4,South,Credit Card,True,Rainy,27.101524003910733,Average,Unknown,15,In Store,Friday,49.51586600634374,138,138,138
139,2023-01-06 19:00:00,5,East,Online,True,Cloudy,27.154342182681738,Excellent,Unknown,55,In Store,Friday,47.6835608717035,139,139,139
140,2023-01-06 20:00:00,4,West,Online,True,Rainy,27.154342182681738,Poor,Unknown,45,Online Order,Friday,49.485090651713406,140,140,140
141,2023-01-06 21:00:00,2,West,Online,True,Sunny,29.92852364707893,Excellent,Neutral,50,In Store,Friday,25.67332436216393,141,141,141
142,2023-01-06 22:00:00,4,West,Credit Card,False,Rainy,26.510733027172712,Poor,Positive,58,In Store,Friday,53.76270194134035,142,142,142
143,2023-01-06 23:00:00,1,East,Online,True,Cloudy,32.291417805055474,Excellent,Neutral,47,Online Order,Friday,11.6183557048299,143,143,143
144,2023-01-07 00:00:00,2,East,Credit Card,False,Sunny,33.58373206359698,Poor,Neutral,47,Phone Order,Saturday,28.1726590941717,144,144,144
145,2023-01-07 01:00:00,2,North,Credit Card,True,Cloudy,21.79639949648296,Excellent,Negative,53,Phone Order,Saturday,37.56204131819132,145,145,145
146,2023-01-07 02:00:00,5,North,Credit Card,False,Cloudy,27.97899466329187,Poor,Positive,32,In Store,Saturday,52.17010653239434,146,146,146
147,2023-01-07 03:00:00,3,South,Online,True,Rainy,24.267679396136664,Excellent,Neutral,37,Phone Order,Saturday,47.65724084489771,147,147,147
148,2023-01-07 04:00:00,2,North,Credit Card,True,Cloudy,20.70591796815421,Poor,Positive,37,Phone Order,Saturday,36.833576704726966,148,148,148
149,2023-01-07 05:00:00,3,South,Online,False,Sunny,30.02820042670978,Excellent,Positive,29,In Store,Saturday,35.51906740919716,149,149,149
150,2023-01-07 06:00:00,4,West,Online,False,Cloudy,27.154342182681738,Good,Neutral,40,Online Order,Saturday,46.607350182914246,150,150,150
151,2023-01-07 07:00:00,1,North,Cash,False,Cloudy,22.44353981716091,Average,Positive,44,In Store,Saturday,14.031754780321693,151,151,151
152,2023-01-07 08:00:00,5,East,Cash,True,Rainy,32.18620486435851,Poor,Negative,39,In Store,Saturday,69.35550695668661,152,152,152
153,2023-01-07 09:00:00,3,North,Credit Card,False,Cloudy,32.800936003054126,Excellent,Negative,59,In Store,Saturday,51.29652040468246,153,153,153
154,2023-01-07 10:00:00,2,South,Credit Card,False,Rainy,33.71510663999725,Good,Negative,30,Online Order,Saturday,24.29450151334878,154,154,154
155,2023-01-07 11:00:00,3,North,Online,False,Rainy,23.979276336290788,Poor,Negative,53,Online Order,Saturday,59.82553273377485,155,155,155
156,2023-01-07 12:00:00,2,West,Credit Card,False,Sunny,27.154342182681738,Poor,Positive,59,Online Order,Saturday,11.784147066018424,156,156,156
157,2023-01-07 13:00:00,3,East,Credit Card,False,Sunny,24.809941321046484,Poor,Negative,28,Online Order,Saturday,15.142553186131575,157,157,157
158,2023-01-07 14:00:00,2,South,Online,False,Sunny,28.285070201832543,Average,Neutral,31,In Store,Saturday,29.205949346788717,158,158,158
159,2023-01-07 15:00:00,4,East,Credit Card,False,Sunny,20.75761206248423,Excellent,Negative,26,Phone Order,Saturday,37.9060947417126,159,159,159
160,2023-01-07 16:00:00,2,East,Credit Card,False,Rainy,20.658216325531157,Excellent,Neutral,43,In Store,Saturday,17.211471660984515,160,160,160
161,2023-01-07 17:00:00,2,South,Online,False,Cloudy,30.805598190983044,Poor,Neutral,46,Online Order,Saturday,19.356972400128413,161,161,161
162,2023-01-07 18:00:00,1,East,Online,True,Sunny,26.667199669666864,Poor,Negative,38,Phone Order,Saturday,8.840713476574315,162,162,162
163,2023-01-07 19:00:00,2,East,Cash,True,Sunny,23.844385630538262,Poor,Negative,27,In Store,Saturday,10.923701489813435,163,163,163
164,2023-01-07 20:00:00,1,North,Online,False,Sunny,22.856202440373654,Good,Unknown,34,Phone Order,Saturday,19.57299563585883,164,164,164
165,2023-01-07 21:00:00,5,East,Cash,True,Cloudy,30.04930236288827,Poor,Neutral,29,Online Order,Saturday,41.55591163395863,165,165,165
166,2023-01-07 22:00:00,1,East,Credit Card,True,Sunny,20.0060231603801,Average,Negative,18,Phone Order,Saturday,16.010446438839594,166,166,166
167,2023-01-07 23:00:00,4,East,Online,False,Cloudy,32.08836753795281,Excellent,Positive,48,Phone Order,Saturday,65.75578368165051,167,167,167
168,2023-01-08 00:00:00,1,East,Online,False,Rainy,21.188744091948934,Average,Negative,42,Online Order,Sunday,18.93886097010844,168,168,168
169,2023-01-08 01:00:00,5,South,Online,False,Rainy,22.87234422362179,Poor,Unknown,16,Phone Order,Sunday,27.2912092820035,169,169,169
170,2023-01-08 02:00:00,4,West,Credit Card,False,Rainy,25.793545929486346,Good,Negative,44,In Store,Sunday,72.32290030682046,170,170,170
171,2023-01-08 03:00:00,3,North,Cash,False,Cloudy,27.272881095741557,Poor,Neutral,40,Phone Order,Sunday,38.725178137791005,171,171,171
172,2023-01-08 04:00:00,3,East,Credit Card,False,Sunny,25.324926737209125,Poor,Negative,40,In Store,Sunday,43.46448494846226,172,172,172
173,2023-01-08 05:00:00,1,East,Credit Card,True,Sunny,24.81068247476441,Poor,Positive,34,Phone Order,Sunday,14.667054156815505,173,173,173
174,2023-01-08 06:00:00,1,South,Online,False,Sunny,34.45874018109782,Poor,Negative,56,Phone Order,Sunday,17.29696707477091,174,174,174
175,2023-01-08 07:00:00,5,West,Cash,True,Sunny,29.62369521865092,Poor,Negative,42,Online Order,Sunday,50.00554916193329,175,175,175
176,2023-01-08 08:00:00,5,East,Credit Card,False,Sunny,20.351494330510825,Excellent,Positive,34,Online Order,Sunday,79.97883923949951,176,176,176
177,2023-01-08 09:00:00,2,South,Online,False,Cloudy,26.452638626664697,Average,Positive,25,In Store,Sunday,25.857343291665916,177,177,177
178,2023-01-08 10:00:00,5,North,Credit Card,True,Rainy,33.12513049615956,Good,Unknown,24,Online Order,Sunday,84.50455107290108,178,178,178
179,2023-01-08 11:00:00,2,North,Credit Card,False,Sunny,24.52184279616002,Poor,Neutral,37,Online Order,Sunday,39.716380983104,179,179,179
180,2023-01-08 12:00:00,4,East,Online,False,Rainy,21.418345171615822,Good,Neutral,51,Online Order,Sunday,32.03906104422568,180,180,180
181,2023-01-08 13:00:00,1,East,Online,True,Cloudy,31.37577157384877,Excellent,Unknown,55,Online Order,Sunday,19.919729623399967,181,181,181
182,2023-01-08 14:00:00,4,West,Cash,False,Cloudy,27.154342182681738,Average,Positive,33,Online Order,Sunday,25.38872925696644,182,182,182
183,2023-01-08 15:00:00,5,West,Credit Card,True,Sunny,28.55468761739756,Poor,Negative,59,In Store,Sunday,25.17381609286104,183,183,183
184,2023-01-08 16:00:00,4,East,Online,False,Cloudy,20.80364839411112,Excellent,Negative,32,In Store,Sunday,22.64971617066988,184,184,184
185,2023-01-08 17:00:00,4,South,Online,False,Rainy,22.10748514693276,Excellent,Negative,41,Online Order,Sunday,40.5069442842057,185,185,185
186,2023-01-08 18:00:00,4,West,Cash,True,Sunny,29.33824094319671,Average,Neutral,20,Online Order,Sunday,57.97437984070605,186,186,186
187,2023-01-08 19:00:00,5,East,Cash,False,Sunny,23.117357621882537,Poor,Positive,24,In Store,Sunday,30.17721556658872,187,187,187
188,2023-01-08 20:00:00,4,West,Online,True,Rainy,27.56105119622637,Average,Positive,16,Phone Order,Sunday,20.33994887177404,188,188,188
